,id,text,user1_stance1,user1_comment,user1_confidence,user1_stance2,user1_time,annotator_id,user2_stance1,user2_comment,user2_confidence,user2_stance2,user2_time,user2_annotator_id,user3_stance1,user3_comment,user3_confidence,user3_stance2,user3_time,user3_annotator_id
14,1.3414097914161316e+18,"There is no way around it. The truth about a virus and the real consequences. Without the truth the world will perish; and no one wants that. #vaccine #COVID19 #truth  <a href=""https://t.co/8jIWau5wef  ""  target=""_blank"">https://t.co/8jIWau5wef </a> ",anti,"link won't load, probably anti vaxx 'exposing the truth about a virus' sounds conspiritorial",3,NotAva,49.965,user_1,hesitant,URL was unavailable,5.0,NotAva,43.519,user_2,irrelevant,,4.0,NotAva,129.883,additional_user_3
15,1.3417137040611983e+18,Happy CRISPRmas and a Happy New Fear..😷 #ChristmasEve #2020fuckedyear #vaccine #covoid2020,anti,"Happy CRISPR = pro, but Happy New Fear... = anti ",2,pro,104.183,user_8,anti,,5.0,NotAva,61.085,user_7,anti,,4.0,NotAva,12.928,additional_user_3
16,1.344221916131971e+18,"#AstraZeneca   And if information stops it happening, we are still left with the reality of information.",anti,so confusing,2,pro,146.067,user_14,irrelevant,,5.0,NotAva,31.039,user_13,irrelevant,,4.0,NotAva,20.592,additional_user_3
17,1.344324944507908e+18,"Just no sense!  Makes sense doesnt it! #lockdownuk #CovidVaccine #schoolsreopeninguk #tier4 #GavinWilliamson #CloseSchoolsNOW <a href=""https://t.co/I7RCclldUx  ""  target=""_blank"">https://t.co/I7RCclldUx </a> ",irrelevant,The tweet talks about UK lockdown regulations but not about the user's vaccine stance.,5,NotAva,63.599,user_4,pro,,4.0,NotAva,28.957,user_5,irrelevant,,1.0,NotAva,11.304,additional_user_3
18,1.3460818500458127e+18,"My questions on #vaccine  1. You are asking for #Covaxin data? Fine, where is others' Indian trials data?  2. Ask #Covishield data 3. Ask #Pfizer data Ask everyone who applies in India. Let data be publicly scrutinized Otherwise it's just #VaccinePolitics",irrelevant,"Seems to just be asking for data, not expressing opinion",3,NotAva,96.109,user_11,hesitant,,4.0,NotAva,75.682,user_12,anti,,4.0,NotAva,11.304,additional_user_3
19,1.346101698788434e+18,No drug in this world is 100% safe and no drug gives 100% assurance  #vaccine,hesitant,Could be to convince hesitant people that they are being overly mistrusting of something they are usually very trusting over. May also be worrying themselves about it's untrustworthiness.,3,NotAva,103.868,user_7,irrelevant,,5.0,NotAva,49.121,user_9,anti,,4.0,NotAva,11.304,additional_user_3
20,1.3465017360312607e+18,"ICYMI! 'Some rules of thumb for recognising conspiracy theories and poorly formulated ideas'. #COVID19 #vaccine  In this information gap, there is a proliferation of conspiracy theories. And everyone feels they can speculate on evolutionary biology. So here are some rules of thumb to recognise conspiracy theories and poorly formulated ideas. 4/n",pro,"The tweet is talking about conspiracy theories loosely related to the vaccine, but it could feasibly be seen as irrelevant as they don't explicitly state their opinion.",3,NotAva,198.4,user_7,irrelevant,,5.0,NotAva,40.071,user_9,pro,,4.0,NotAva,13.33,additional_user_3
21,1.3467502679251397e+18,#BelieveWomen except about u know what #BelieveMothers except about u know what #ListenToSurvivors except about u know what #WeNeedToTalk except about u know what #MyBodyMyChoice except about u know what #InformedConsent except about u know what #SmashPatriarchy except u know who,irrelevant,this could be about vaccines but i really dont get it,2,anti,152.366,user_8,irrelevant,,5.0,NotAva,43.519,user_7,irrelevant,,5.0,NotAva,25.51,additional_user_3
22,1.3481845657776292e+18,"Information about vaccines: For people with a learning disability - YouTube.  #Vaccine #DownSyndrome #Autism #Information    <a href=""https://t.co/CejEDOAA0a  ""  target=""_blank"">https://t.co/CejEDOAA0a </a> ",pro,,5,NotAva,23.188,user_9,irrelevant,,4.0,NotAva,37.851,user_8,irrelevant,,4.0,NotAva,25.51,additional_user_3
23,1.3486705366631096e+18,"@LevanaLomma1 @uTobian Nobody wants to be test animal.  And to call ""#vaccine causes fertility defects"" falsehood- is a falsehood, until there is data to show there are no adverse effects on fertility.",anti,,5,NotAva,54.075,user_4,hesitant,,4.0,NotAva,16.263,user_6,anti,,5.0,NotAva,10.819,additional_user_3
24,1.3492891481679708e+18,"Makes sense, it's where they get all the micro-chips. #CovidVaccine #ASDA <a href=""https://t.co/wtBbvzTqgd  ""  target=""_blank"">https://t.co/wtBbvzTqgd </a>",anti,Potentially a sarcasm tweet,3,pro,69.732,user_10,irrelevant,Likely joke,3.0,NotAva,47.748,user_11,anti,,5.0,NotAva,10.819,additional_user_3
25,1.3500800033299784e+18,"#Pharmaceutical Supply/Payment Chain Coalition Shares #COVID19 #Vaccine, Supply Chain Recs with President-Elect @JoeBiden. <a href=""https://t.co/7JJf6hmIlj  ""  target=""_blank"">https://t.co/7JJf6hmIlj </a>",irrelevant,,4,NotAva,63.642,user_9,pro,,4.0,NotAva,151.242,user_8,irrelevant,,5.0,NotAva,16.429,additional_user_3
26,1.3552091767676723e+18,"#Novavax vaccine 89% effective in #UK trials, 60% in #SouthAfrica trials  COVID: Novavax vaccine 89% effective in UK trials, 60% in South Africa trials",pro,,4,NotAva,42.008,user_12,irrelevant,,5.0,NotAva,18.238,user_10,irrelevant,,4.0,NotAva,9.408,additional_user_3
27,1.3555390946217492e+18,"Be positive (not covid positive). #positivemindset #CovidVaccine  #collegelife <a href=""https://t.co/v93LIHIpkV  ""  target=""_blank"">https://t.co/v93LIHIpkV </a> ",pro,,4,NotAva,35.603,user_12,irrelevant,,5.0,NotAva,12.241,user_10,pro,,5.0,NotAva,16.268,additional_user_3
28,1.3563461523634255e+18,How do you feel about getting the #COVID19 #vaccine? Feel free to express opinions in comments.,hesitant,"User is asking for people's opinions on the vaccine, so they might be hesitant to get vaccinated or not.",5,NotAva,48.823,user_4,irrelevant,,5.0,NotAva,43.833,user_5,irrelevant,,5.0,NotAva,6.149,additional_user_3
29,1.356648520573313e+18,This is very good news! #vaccines #Pfizer #COVID19  Good news,irrelevant,Not clear what is very good news,4,NotAva,26.261,user_6,pro,Unsure what the news is in response to,2.0,anti,18.441,user_5,irrelevant,,5.0,NotAva,8.494,additional_user_3
30,1.3576379163910513e+18,Very interesting discussion around COVID #vaccine hesitancy in women due to concerns regarding #fertility and #pregnancy on @BBCWomansHour featuring @LucyChappell2. #covid #covidvaccine #fertility,hesitant,,5,NotAva,24.292,user_10,irrelevant,,4.0,NotAva,75.362,user_12,irrelevant,,5.0,NotAva,136.459,additional_user_3
31,1.3585129404297544e+18,South Africa IS A FUCKEN PANDEMIC. A WHOLE FUCKING PANDEMIC #AstraZeneca,pro,,4,NotAva,11.571,user_8,irrelevant,,5.0,NotAva,15.15,user_9,irrelevant,,5.0,NotAva,5.913,additional_user_3
32,1.359555390405546e+18,"Usual summary for #DowningStreet briefing #VARIANT variant variant variant, #vaccine vaccine vaccine, do as your told... end of",anti,,5,NotAva,15.61,user_6,anti,"Could be sarcastic response about the Tory party, or alternatively actually telling people to do what they're told (ie. get the vaccine)",2.0,pro,61.938,user_5,anti,"has an anti-vaxx sentiment sort of, but not very explicit",2.0,irrelevant,23.954,additional_user_3
33,1.361621552253526e+18,"It’s not the Governments job to protect my health, that’s my job. It’s the governments job to protect my rights.  #vaccine #COVID19",irrelevant,,5,NotAva,16.562,user_9,anti,,5.0,NotAva,23.416,user_7,anti,,4.0,NotAva,9.224,additional_user_3
34,1.3617484879609897e+18,"""For the rich and the poor"": Mexico begins vaccinating elderly against COVID19 <a href=""https://t.co/3cYpbhq5g3  ""  target=""_blank"">https://t.co/3cYpbhq5g3 </a>#Mexico #COVID19 #Elderly #vaccine https://t.co/PqSuK4gJsR  ",pro,,4,NotAva,47.518,user_12,irrelevant,,5.0,NotAva,13.426,user_10,irrelevant,"seems like a neutral report of news but, could be considered pro vaccine",2.0,pro,26.306,additional_user_3
35,1.3624586088903885e+18,"Got the #COVIDVaccine monitoring for 10 min <a href=""https://t.co/vihYqGUodD  ""  target=""_blank"">https://t.co/vihYqGUodD </a> ",irrelevant,,5,NotAva,24.627,user_10,pro,,5.0,NotAva,15.498,user_11,anti,,5.0,NotAva,26.306,additional_user_3
36,1.3628298862646395e+18,"The negative messages of EU governments about #AstraZeneca #coronavirus vaccines develop their negative impact.   ⁦@philipoltermann⁩  <a href=""https://t.co/lfgkDrsWyv  ""  target=""_blank"">https://t.co/lfgkDrsWyv </a> ",irrelevant,,5,NotAva,17.513,user_7,hesitant,,4.0,NotAva,268.152,user_9,irrelevant,,3.0,NotAva,35.153,additional_user_3
37,1.363061014674219e+18,"Have vaccine - can travel... ??? The new era in travel...??? #Vaccine #Travel  <a href=""https://t.co/tIlRIidoRm  ""  target=""_blank"">https://t.co/tIlRIidoRm </a> ",hesitant,,5,NotAva,30.519,user_12,irrelevant,,4.0,NotAva,32.995,user_11,irrelevant,,4.0,NotAva,15.058,additional_user_3
38,1.3638966002890424e+18,Decision take the #vaccine be with family or dont take it and dont be with family,pro,,5,NotAva,14.107,user_10,hesitant,,4.0,NotAva,50.138,user_12,pro,could be a criticism of the vaccine/lockdowns,2.0,anti,26.025,additional_user_3
39,1.364565783100207e+18,"What is a #vaccine cold chain? And what are some of the challenges associated with cold chain and ultra-cold chain vaccines? What does all this have to do with health #equity?  Read here: <a href=""https://t.co/LRWeLouA6v  ""  target=""_blank"">https://t.co/LRWeLouA6v </a> ",hesitant,"The user is curious and provides a link to an informative website. I believe they are vaccine hesitant, but they could also be a pro- or anti-vaxxer.",4,NotAva,101.888,user_4,irrelevant,,3.0,NotAva,57.568,user_6,irrelevant,,5.0,NotAva,26.306,additional_user_3
40,1.3697456293002772e+18,"Effects are very similar to the flu shot, and/or shingles vaccine.  Common side effects.",pro,,5,NotAva,6375.866,user_12,irrelevant,Unclear stance on side effects,2.0,pro,23.964,user_11,pro,,4.0,NotAva,5.299,additional_user_3
41,1.3704777346490696e+18,Are the people saying the vaccine is absolutely safe the same people who said that synthetic opioids are absolutely not addictive?,anti,,5,NotAva,15.345,user_10,hesitant,,4.0,NotAva,336.727,user_12,hesitant,,4.0,NotAva,13.584,additional_user_3
42,1.3708005595492475e+18,The Covid vaccination clinic is playing “come together.” Fitting.,irrelevant,,5,NotAva,18.149,user_7,hesitant,,5.0,NotAva,22.537,user_9,irrelevant,,4.0,NotAva,7.023,additional_user_3
43,1.37108335688935e+18,my body reacted so badly to the vaccine omg i thought i was gonna die,pro,"Even though the user is suffering of vaccine symptoms, they still explicitely say they have been vaccinated, so they are pro-vaxx.",5,NotAva,41.221,user_4,hesitant,"Would make others feel hesitant, author not necessarily hesitant (but for sure pro-, at least before the adverse effect)",2.0,irrelevant,92.219,user_6,irrelevant,"really just complaining about side effects, but some could say it is anti-vax",2.0,anti,38.095,additional_user_3
44,1.3711854881455718e+18,Alot of ppl are passing away from the vaccine hmmm.......,hesitant,,5,NotAva,9.397,user_15,anti,,5.0,NotAva,103.908,user_14,anti,,4.0,NotAva,5.066,additional_user_3
45,1.3721730001837916e+18,Why these mfs keep pressing me about this vaccine like gtfoh,irrelevant,"not sure if it has a tendency, not sure what ""mfs"" is referring to",3,hesitant,149.047,user_9,anti,,4.0,NotAva,5.658,user_8,hesitant,,2.0,irrelevant,23.59,additional_user_3
46,1.3721744155138417e+18,Maybe if they'd pay the doctors to push the vaccine like they pay them to push the drugs......,anti,,3,irrelevant,23.202,user_13,pro,,4.0,NotAva,44.713,user_14,irrelevant,,5.0,NotAva,8.215,additional_user_3
47,1.372584368653234e+18,Do you think the micro chips in the vaccine will have free WiFi?,pro,,4,NotAva,12.526,user_13,irrelevant,probably a joke,2.0,anti,11.991,user_14,irrelevant,its a joke,2.0,anti,13.438,additional_user_3
48,1.3730157971829678e+18,@veetomo Vaccine Impact,irrelevant,,5,NotAva,7.766,user_4,anti,,3.0,NotAva,12.973,user_6,irrelevant,,5.0,NotAva,4.942,additional_user_3
49,1.3735833685672632e+18,"The problem in the UK is euphoria over the dependence on one vaccine with unknown efficacy, unknown optimal spacing between doses, and unknown safety.",anti,,5,NotAva,20.487,user_13,hesitant,,5.0,NotAva,148.608,user_15,anti,,4.0,NotAva,8.489,additional_user_3
50,1.374032166053585e+18,This will prevent wastage of vaccine and prevent spread of corona,irrelevant,Not enough context to discern the user's vaccine stance.,5,NotAva,24.422,user_4,pro,,2.0,irrelevant,23.346,user_5,pro,,4.0,NotAva,8.125,additional_user_3
51,1.374499520990511e+18,If there was a vaccine for allergies I would get that in a heartbeat...,pro,,4,NotAva,9.306,user_8,irrelevant,,5.0,NotAva,25.019,user_9,irrelevant,,5.0,NotAva,4.413,additional_user_3
52,1.3746988238183503e+18,I can’t be the only person who read “eating battyhole” surely 😭😭😂  Long term effects of vaccine.  Long term effects of smoking?  Long term effects of eating red meat?  Long term effects of being a battyhole?,irrelevant,,5,NotAva,20.962,user_7,hesitant,,4.0,NotAva,39.224,user_9,irrelevant,,5.0,NotAva,13.477,additional_user_3
53,1.3748258267352883e+18,I wanna know if maria played the diabetes card for her vaccine 😩,irrelevant,,2,NotAva,147.998,user_13,irrelevant,,5.0,NotAva,16.573,user_14,irrelevant,,5.0,NotAva,13.477,additional_user_3
54,1.375390330942546e+18,"Damn! This divorce is very bitter. First, it was the vaccine was not safe, now it is the ""blackmail"". What is next?? #AstraZeneca #Brexit  #BREAKING France accuses Britain of 'blackmail' over vaccine deliveries <a href=""<a href=""https://t.co/mfKzwl3Ysu  ""  target=""_blank"">https://t.co/mfKzwl3Ysu </a> ""  target=""_blank"">https://t.co/mfKzwl3Ysu </a>",irrelevant,,4,NotAva,53.071,user_13,hesitant,,5.0,NotAva,69.731,user_15,irrelevant,,5.0,NotAva,52.357,additional_user_3
55,1.3754135108767908e+18,"Blackmail? By using a strategy that protects more life in the short term? Sure Jan.  #BREAKING France accuses Britain of 'blackmail' over vaccine deliveries <a href=""<a href=""https://t.co/mfKzwl3Ysu  ""  target=""_blank"">https://t.co/mfKzwl3Ysu </a> ""  target=""_blank"">https://t.co/mfKzwl3Ysu </a> ",pro,,5,NotAva,62.426,user_16,irrelevant,,5.0,NotAva,91.682,user_17,irrelevant,,5.0,NotAva,11.241,additional_user_3
56,1.376815733603197e+18,drug pushers always try to create dependency  Vaccine passports are the gateway drug to complete dependency. Just say no!,irrelevant,,4,NotAva,65.235,user_17,anti,,5.0,NotAva,19.208,user_16,anti,,5.0,NotAva,13.413,additional_user_3
57,1.37689290274859e+18,There is risk from COVID and risk from taking an experimental vaccine.  Let people choose which risk they are willing to take.,anti,,5,NotAva,15.079,user_4,hesitant,,3.0,anti,29.909,user_6,anti,,4.0,NotAva,11.241,additional_user_3
58,1.377018044837462e+18,"Which makes me worry about faked vaccine cards, but that's a worry for another day.",hesitant,Unsure,5,NotAva,12.984,user_2,pro,worried that fake vaccine cards will lead to infection. ,3.0,NotAva,19.799,user_1,irrelevant,,4.0,NotAva,5.427,additional_user_3
59,1.3772498346719475e+18,It is quite evident who is behind the importation of the Sputnik vaccine. This country must be disbanded.,irrelevant,,5,NotAva,16.106,user_10,anti,,4.0,NotAva,12.318,user_11,anti,,5.0,NotAva,13.413,additional_user_3
60,1.377357311534977e+18,"@nypost @BilletsLara No, he has an infestation that reacted TO the vaccine.  His toes are pure FACT.",anti,"Suggesting adverse side effects to the vaccine potentially, but not clear",2,irrelevant,36.804,user_5,pro,,4.0,NotAva,23.095,user_6,irrelevant,,4.0,NotAva,13.413,additional_user_3
61,1.377948081275216e+18,"does the  focus on hesitancy  increase hesitancy?  “Is it not at least possible that the institutionalized emphasis on past injustices is actually one of the reasons for the disparities in uptake—and that further emphasis will only increase them?” <a href=""https://t.co/Fmc43iwqP0  ""  target=""_blank"">https://t.co/Fmc43iwqP0 </a> ",pro,,4,NotAva,18.944,user_8,irrelevant,,4.0,NotAva,56.774,user_7,irrelevant,,5.0,NotAva,13.413,additional_user_3
62,1.3781051950166835e+18,I have thought and thought about this and I've struggled; but I think vaccination 'passports' are wrong.,irrelevant,,5,NotAva,74.748,user_10,irrelevant,"Tweet does appear to be mostly relating to vaccine passports, whilst the author acknowledges the vaccines themselves are fine",2.0,anti,66.055,user_11,anti,"anti-passport, not antivax, but its part of the vax",2.0,irrelevant,220.542,additional_user_3
63,1.3791914770168586e+18,"Gov: You’ll get your freedom back After we flatten the curve After a 3wk lockdown After we lower death rates After we lower R rate/cases After the jab After we ‘vaccinate’ the vulnerable After we introduce vaccine passports Now it’s after 2 tests a week!!! <a href=""https://t.co/YaSZpGdRMu  ""  target=""_blank"">https://t.co/YaSZpGdRMu </a> ",anti,,4,NotAva,28.794,user_8,irrelevant,It's not mainly about vaccine. Just freedom and lockdown,3.0,anti,209.094,user_9,anti,,4.0,NotAva,9.521,additional_user_3
64,1.37949084057856e+18,"What Are the Various Ingredients in the COVID-19 Vaccines? - GoodRx/ TRUTH ABOUT THE INGREDIENTS IN COVID-19 VACCINE! <a href=""https://t.co/xNYGOQ1jT9  ""  target=""_blank"">https://t.co/xNYGOQ1jT9 </a> ",hesitant,"Can't access the contents of the link outside the US. However, from the tweet it seems that the user wants to share the vaccine ingredients with other people, but can't discern if they are pro or anti-vaxx.",5,NotAva,112.711,user_4,pro,Link doesn't open outside US (used Tor to open it). It is from a healthcare organisation with info about the vaccine.,5.0,NotAva,683.064,user_6,irrelevant,,5.0,NotAva,17.483,additional_user_3
65,1.3799105779009577e+18,@NiravJ7 @ArvinderSoin So critical ill person is not a citizen or a citizen who requires vaccine.,irrelevant,,5,NotAva,12.81,user_2,pro,wants critically ill people to be given vaccine,3.0,NotAva,24.066,user_1,irrelevant,,5.0,NotAva,15.597,additional_user_3
66,1.3799168763823718e+18,"If you thought the anti-masker videos were bad, just wait. The anti-vaccine passport videos are gonna be LIT!!",pro,implies that anti vaccine videos will be really bad,3,NotAva,22.416,user_1,irrelevant,,5.0,NotAva,17.871,user_2,irrelevant,,4.0,NotAva,11.067,additional_user_3
67,1.3801545424074383e+18,"Emotional blackmail.  “Do it for your loved ones”  Emotional blackmail to take a vaccine “not for yourself” but for your loved ones?   Does the health secretary not understand how vaccines work. <a href=""https://t.co/8sgRLZWcdn  ""  target=""_blank"">https://t.co/8sgRLZWcdn </a> ",irrelevant,,3,NotAva,53.184,user_6,anti,,5.0,NotAva,46.39,user_4,irrelevant,,1.0,NotAva,15.597,additional_user_3
68,1.3802961839066644e+18,"@joejonas is there a vaccine that injects common sense? or should we just call it ""rare sense"" since it's not common  ",pro,,5,NotAva,17.71,user_2,irrelevant,,5.0,NotAva,11.599,user_1,irrelevant,,5.0,NotAva,8.406,additional_user_3
69,1.380970859397927e+18,oh me nearly passing out during my covid vaccine,pro,,4,NotAva,6.76,user_8,hesitant,,4.0,NotAva,16.72,user_9,irrelevant,,4.0,NotAva,6.993,additional_user_3
70,1.3811950910716723e+18,No vaccine is 💯 effective  Precautions is the depth at cure,pro,,5,NotAva,9.902,user_2,irrelevant,,4.0,NotAva,20.098,user_1,pro,,4.0,NotAva,8.406,additional_user_3
71,1.381306091120771e+18,This and what Fauci was saying as well. If y’all want to stop vaccine hesitancy shut up about your newly discovered agoraphobia  @JoyAnnReid @CapehartJ This kind of rhetoric doesn’t do much to encourage the people who are vaccine hesitant.,irrelevant,,5,NotAva,85.104,user_14,pro,,5.0,NotAva,39.697,user_13,pro,,5.0,NotAva,10.256,additional_user_3
72,1.381365933252436e+18,"Professor #Sucharit #Bhakdi, MD, Statement Of Urgent Concern Re: #Covid-19 #Vaccine #Safety In Response To EMA's Ignoring Private Statement Of Concern  <a href=""https://t.co/jujsmfmibi  ""  target=""_blank"">https://t.co/jujsmfmibi </a>",anti,,5,NotAva,46.889,user_11,irrelevant,,5.0,NotAva,84.52,user_10,irrelevant,,5.0,NotAva,10.256,additional_user_3
73,1.3819461060372111e+18,That’s J-E Double F J-A Double R E Double T   That’s Double J Johnson and Johnson  The Worlds Greatest Singer The Worlds Greatest Entertainer And the Worlds Most Dangerous Vaccine 💉   HaHaHa!,hesitant,,5,NotAva,10.55,user_15,anti,,4.0,NotAva,110.39,user_14,anti,,5.0,NotAva,14.058,additional_user_3
74,1.381992536097624e+18,"@NateSilver538 Cost benefit, do you mean potential deaths from blood clotting vs potential additional deaths from slower vaccine roll out?",pro,,5,NotAva,24.262,user_6,hesitant,,4.0,NotAva,18.398,user_5,irrelevant,,5.0,NotAva,10.256,additional_user_3
75,1.3822710717060424e+18,"It appears to me the Tribune is helping to normalize agoraphobia — and cast doubt on the efficacy of the vaccine.   This is not the kind of thinking that should be highlighted as “okay.” It’s psychologically disordered, &amp; I hope we soon see people sue public health officials. <a href=""https://t.co/ioLZyJ8GnD  ""  target=""_blank"">https://t.co/ioLZyJ8GnD </a>https://t.co/cW8xEUO48Z  “We’re all so tired. When this started, we thought it’d be two weeks, and we’d be done. And it’s not.”   Illinois reopening plans may have some excited to go back to ‘normal.’ But others are feeling FOGO — fear of going out. https://t.co/Wb1hfVH7pz",pro,confusing,2,irrelevant,212.131,user_8,irrelevant,,5.0,NotAva,48.869,user_9,irrelevant,,5.0,NotAva,10.256,additional_user_3
76,1.382306689496584e+18,@badger_hannah @Albertseth My current vaccination relation is more of a step than biological.,irrelevant,"No specific stance, only said that they're not vaccinated themselves",4,NotAva,142.965,user_6,hesitant,This person is being sarcastic so it's difficult to see if they are hesitant or pro-vaxx.,4.0,NotAva,65.957,user_4,irrelevant,,4.0,NotAva,11.273,additional_user_3
77,1.382351402995962e+18,it’s funny to see some people (men specifically) post about the side affects of the vaccine not like they hook up with women on birth control with the same affects,irrelevant,,3,NotAva,40.382,user_16,pro,,4.0,NotAva,165.289,user_17,pro,"it's a joke arguably for vaccines, but it being a joke takes away much of the seriousness",2.0,irrelevant,32.359,additional_user_3
78,1.382619513091461e+18,"The government know how potent fear is to humans, that's why they use it to terrorise people into compliance, Fear is the easiest way to control the population, forget logic, or truth, Fear does it every time, witness the terrified walking about in the fresh air with masks on.  Fear drove people to stay locked up at home. Fear makes people wear masks. Fear has kept families and friends apart.  Fear makes people believe lies.  Fear has driven millions to have a rushed vaccine. Fear creates division. We must never surrender to fear or it will destroy us.",pro,,2,irrelevant,74.149,user_15,anti,,5.0,NotAva,8.055,user_14,anti,,4.0,NotAva,70.166,additional_user_3
79,1.3827703421338952e+18,"There is surely no more striking divergence of opinion in relation to Covid than the controversy in relation to the Astra Zeneca vaccine. Check out Joe Sullivan's latest blog at <a href=""<a href=""https://t.co/rRUi0oAWgj  ""  target=""_blank"">https://t.co/rRUi0oAWgj </a> ""  target=""_blank"">https://t.co/rRUi0oAWgj </a> #ChannelRotary #channeltri #channelrotarybikechallenge https://t.co/vCK3H7kkUC  ",hesitant,,3,pro,205.241,user_17,irrelevant,,5.0,NotAva,46.583,user_16,irrelevant,,4.0,NotAva,51.202,additional_user_3
